,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
4616,17110 45 1/3,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4617,17110 46,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4618,17123 45 1/3,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4619,17124 41,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4620,17124 42,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4621,17124 43,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
4622,17124 44,4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
4623,17124 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4624,17124 46,3.0,2018-01-14,2018-01-23,2018-01-14,2018-01-23,-9 days +00:00:00.000000000,9
4625,17131 M ( 38/40 ),1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4626,17132 L,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4627,17132 M,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4628,17136 41,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4629,17136 42,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4630,17136 43,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4631,17136 44,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4632,17136 45,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4633,17140 41 1/3,6.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
4634,17140 42,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4635,17140 42 2/3,3.0,2018-01-03,2018-01-23,2018-01-03,2018-01-23,-20 days +00:00:00.000000000,20
4636,17140 43 1/3,2.0,2018-01-06,2018-01-17,2018-01-06,2018-01-17,-11 days +00:00:00.000000000,11
4637,17140 44,2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
4638,17140 44 2/3,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4639,17140 45 1/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4640,17140 47 1/3,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4641,17140 48,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4642,17140 48 2/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4643,17141 42,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4644,17141 43,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
4645,17141 44,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4646,17143 44 2/3,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4647,17147 4 ( 43-45 ),1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4648,17147 5 ( 46-48 ),1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4649,17148 116,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
4650,17148 152,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4651,17148 164,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4652,17153 L,3.0,2018-01-29,2018-01-23,2018-01-29,2018-01-23,6 days 00:00:00.000000000,6
4653,17153 M,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
4654,17155 3 ( 39-42 ),1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4655,17156 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4656,17156 43,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4657,17156 44,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4658,17156 45,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
4659,17156 46,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
4660,17158 L ( 152-158 ),1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4661,17158 S ( 128-140 ),1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4662,17158 XL ( 158-170 ),5.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4663,17171 XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4664,17173 2XL,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
4665,17173 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4666,17173 M,4.0,2018-01-02,2018-01-28,2018-01-02,2018-01-28,-26 days +00:00:00.000000000,26
4667,17173 S,29.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
4668,17173 XL,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
4669,17175 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4670,17180 2XL,4.0,2018-01-30,2018-01-28,2018-01-30,2018-01-28,2 days 00:00:00.000000000,2
4671,17180 XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4672,17182 XL,2.0,2018-01-14,2018-01-17,2018-01-14,2018-01-17,-3 days +00:00:00.000000000,3
4673,17189 40,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4674,17189 42,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4675,17189 43,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4676,17189 44,6.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
4677,17189 45,4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
4678,17189 47,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4679,17193 L,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4680,17193 M,3.0,2018-01-09,2018-01-23,2018-01-09,2018-01-23,-14 days +00:00:00.000000000,14
4681,17195 39 - 42,2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
4682,17195 43 - 46,15.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
4683,17195 47 - 50,3.0,2018-01-12,2018-01-23,2018-01-12,2018-01-23,-11 days +00:00:00.000000000,11
4684,17201 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4685,17207 5 ( 43-46 ),1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4686,17210 44 2/3,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4687,17212 2XL,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
4688,17212 L,34.0,2018-01-15,2018-01-22,2018-01-15,2018-01-22,-7 days +00:00:00.000000000,7
4689,17212 M,49.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
4690,17212 S,18.0,2018-01-28,2018-01-22,2018-01-28,2018-01-22,6 days 00:00:00.000000000,6
4691,17212 XL,11.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
4692,17213 46,2.0,2018-01-23,2018-01-17,2018-01-23,2018-01-17,6 days 00:00:00.000000000,6
4693,17214 2XL,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4694,17214 L,3.0,2018-01-16,2018-01-23,2018-01-16,2018-01-23,-7 days +00:00:00.000000000,7
4695,17214 M,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
4696,17214 XL,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
4697,17216 44,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4698,17218 2XL,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4699,17218 L,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
4700,17218 M,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4701,17218 S,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4702,17218 XL,4.0,2018-01-29,2018-01-28,2018-01-29,2018-01-28,1 days 00:00:00.000000000,1
4703,17219 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4704,17219 M,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
4705,17219 S,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4706,17225 4 ( 43-45 ),1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
4707,17226 41,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4708,17228 XL,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4709,17229 10 (36-40),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4710,17229 12 (41-45),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4711,17229 14 (46-48),1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4712,17232 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4713,17233 41,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4714,17233 42,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4715,17233 43,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4716,17233 44,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4717,17233 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4718,17237 37 1/3,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4719,17240 2XL,2.0,2018-01-26,2018-01-17,2018-01-26,2018-01-17,9 days 00:00:00.000000000,9
4720,17240 L,4.0,2018-01-15,2018-01-28,2018-01-15,2018-01-28,-13 days +00:00:00.000000000,13
4721,17240 M,20.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
4722,17240 S,3.0,2018-01-17,2018-01-23,2018-01-17,2018-01-23,-6 days +00:00:00.000000000,6
4723,17240 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4724,17241 L,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
4725,17241 S,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4726,17241 XL,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4727,17243 L,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
4728,17246 39,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4729,17247 36,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4730,17248 41,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4731,17248 42,7.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4732,17255 39,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4733,17255 40,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4734,17255 41,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4735,17255 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4736,17255 43,4.0,2018-01-26,2018-01-28,2018-01-26,2018-01-28,-2 days +00:00:00.000000000,2
4737,17255 44,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4738,17255 45,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4739,17255 46,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4740,17265 M ( 38/40 ),1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4741,17266 L,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4742,17266 M,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4743,17276 2XL,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4744,17276 L,4.0,2018-01-24,2018-01-28,2018-01-24,2018-01-28,-4 days +00:00:00.000000000,4
4745,17276 M,5.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
4746,17276 S,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4747,17276 XL,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
4748,17277 40 2/3,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4749,17277 47 1/3,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4750,17281 45-48,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4751,17291 L,1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
4752,17292 XL,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4753,17295 XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4754,17297 42,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4755,17297 42 2/3,3.0,2018-01-28,2018-01-23,2018-01-28,2018-01-23,5 days 00:00:00.000000000,5
4756,17297 43 1/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4757,17297 44 2/3,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
4758,17299 M,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4759,17299 S,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4760,17302 L,7.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
4761,17302 M,2.0,2018-01-03,2018-01-17,2018-01-03,2018-01-17,-14 days +00:00:00.000000000,14
4762,17302 S,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
4763,17302 XL,6.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
4764,17304 43,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4765,17313 L,5.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
4766,17313 M,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4767,17313 S,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4768,17313 XL,3.0,2018-01-24,2018-01-23,2018-01-24,2018-01-23,1 days 00:00:00.000000000,1
4769,17315 2 ( 35-38 ),1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4770,17315 4 ( 43-46 ),1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4771,17315 5 ( 47-49 ),1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
4772,17321 3XL,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4773,17321 L,5.0,2018-01-11,2018-01-22,2018-01-11,2018-01-22,-11 days +00:00:00.000000000,11
4774,17321 M,17.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4775,17321 S,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4776,17321 XL,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
4777,17332 XL,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4778,17336 M,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4779,17341 43,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
4780,17343 M,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4781,17344 32,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4782,17344 35,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
4783,17346 L,3.0,2018-01-04,2018-01-23,2018-01-04,2018-01-23,-19 days +00:00:00.000000000,19
4784,17346 M,3.0,2018-01-09,2018-01-23,2018-01-09,2018-01-23,-14 days +00:00:00.000000000,14
4785,17346 S,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
4786,17346 XL,6.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
4787,17354 L,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4788,17356 M,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4789,17359 2XL,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4790,17359 L,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4791,17359 M,4.0,2018-01-14,2018-01-28,2018-01-14,2018-01-28,-14 days +00:00:00.000000000,14
4792,17359 S,3.0,2018-01-24,2018-01-23,2018-01-24,2018-01-23,1 days 00:00:00.000000000,1
4793,17359 XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4794,17361 43,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
4795,17364 43,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4796,17364 44,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4797,17365 M,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
4798,17370 176,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
4799,17372 L,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
4800,17372 M,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4801,17372 S,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4802,17372 XL,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4803,17373 2XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4804,17373 L,23.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
4805,17373 M,4.0,2018-01-07,2018-01-28,2018-01-07,2018-01-28,-21 days +00:00:00.000000000,21
4806,17373 S,6.0,2018-01-30,2018-01-22,2018-01-30,2018-01-22,8 days 00:00:00.000000000,8
4807,17373 XL,23.0,2018-01-21,2018-01-22,2018-01-21,2018-01-22,-1 days +00:00:00.000000000,1
4808,17382 42,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4809,17382 44,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
4810,17382 45,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4811,17382 46,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
4812,17383 36,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4813,17389 152,2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
4814,17389 164,2.0,2018-01-23,2018-01-17,2018-01-23,2018-01-17,6 days 00:00:00.000000000,6
4815,17398 41,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
4816,17398 43,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4817,17398 44,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
4818,17398 45,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4819,17400 38 2/3,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
4820,17400 39 1/3,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4821,17401 128,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4822,17401 152,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4823,17401 164,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
4824,17403 L,5.0,2018-01-10,2018-01-22,2018-01-10,2018-01-22,-12 days +00:00:00.000000000,12
4825,17403 M,7.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
4826,17403 S,2.0,2018-01-19,2018-01-17,2018-01-19,2018-01-17,2 days 00:00:00.000000000,2
4827,17403 XL,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
4828,17405 L,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4829,17405 M,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4830,17405 S,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
4831,17407 41 1/3,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4832,17407 42 2/3,4.0,2018-01-28,2018-01-28,2018-01-28,2018-01-28,0 days 00:00:00.000000000,0
4833,17407 43 1/3,2.0,2018-01-21,2018-01-17,2018-01-21,2018-01-17,4 days 00:00:00.000000000,4
4834,17407 44,2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
4835,17407 44 2/3,2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
4836,17407 45 1/3,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4837,17412 40 2/3,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
4838,17412 43 1/3,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
4839,17412 45 1/3,3.0,2018-01-12,2018-01-23,2018-01-12,2018-01-23,-11 days +00:00:00.000000000,11
4840,17420 M,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
4841,17421 L,3.0,2018-01-17,2018-01-23,2018-01-17,2018-01-23,-6 days +00:00:00.000000000,6
4842,17421 M,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
4843,17425 L,4.0,2018-01-17,2018-01-28,2018-01-17,2018-01-28,-11 days +00:00:00.000000000,11
4844,17425 M,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4845,17425 S,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
4846,17425 XL,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
4847,17449 L,16.0,2018-01-27,2018-01-22,2018-01-27,2018-01-22,5 days 00:00:00.000000000,5
4848,17449 M,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
4849,17449 S,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
4850,17449 XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
4851,17456 2XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
4852,17456 L,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
4853,17456 M,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
4854,17456 XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
4855,17457 45 - 47,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
4856,17459 43,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
4857,17463 128,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
